"id","mqtl_name","chromosome","trait","parameter","category","position_interval","parsed_start","parsed_end","inferred_unit","reason","reference","doi","source_file","needs_review"
"M00905","MQTL-38","5B","Morphological traits","Flag leaf length; flag leaf width","Morphological","355.2–437.8",355.2,437.8,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276602","MQTL_all traitsV3.0_final",FALSE
"M00906","MQTL-39","5B","Morphological traits","Flag leaf length","Morphological","368.8–502.3",368.8,502.3,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276602","MQTL_all traitsV3.0_final",FALSE
"M00907","MQTL-40","5B","Morphological traits","Flag leaf length; flag leaf area","Morphological","485.6–590.5",485.6,590.5,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276602","MQTL_all traitsV3.0_final",FALSE
"M00908","MQTL-41","5B","Morphological traits","Flag leaf length; flag leaf width; flag leaf area; flag leaf angle","Morphological","678.0–678.6",678,678.6,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276602","MQTL_all traitsV3.0_final",FALSE
"M00909","MQTL-42","5D","Morphological traits","Flag leaf length; flag leaf width; flag leaf area","Morphological","58.1–235.5",58.1,235.5,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276602","MQTL_all traitsV3.0_final",FALSE
"M00910","MQTL-43","5D","Morphological traits","Flag leaf length; flag leaf width; flag leaf area","Morphological","401.4–411.2",401.4,411.2,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276602","MQTL_all traitsV3.0_final",FALSE
"M00911","MQTL-44","6A","Morphological traits","Flag leaf length; flag leaf width; flag leaf area","Morphological","574.2–580.2",574.2,580.2,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276602","MQTL_all traitsV3.0_final",FALSE
"M00912","MQTL-45","6B","Morphological traits","Flag leaf length; flag leaf area","Morphological","68.5–196.5",68.5,196.5,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276602","MQTL_all traitsV3.0_final",FALSE
"M00913","MQTL-46","6B","Morphological traits","Flag leaf length; flag leaf width; flag leaf area","Morphological","556.5–669.4",556.5,669.4,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276602","MQTL_all traitsV3.0_final",FALSE
"M00914","MQTL-47","6B","Morphological traits","Flag leaf length","Morphological","686.4–707.9",686.4,707.9,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276602","MQTL_all traitsV3.0_final",FALSE
"M00915","MQTL-48","6D","Morphological traits","Flag leaf width","Morphological","39.5–447.1",39.5,447.1,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276602","MQTL_all traitsV3.0_final",FALSE
"M00916","MQTL-49","7A","Morphological traits","Flag leaf length; flag leaf width; flag leaf area","Morphological","62.1–64.8",62.1,64.8,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276602","MQTL_all traitsV3.0_final",FALSE
"M00917","MQTL-50","7A","Morphological traits","Flag leaf area; flag leaf length-width ratio","Morphological","76.4–452.3",76.4,452.3,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276602","MQTL_all traitsV3.0_final",FALSE
"M00918","MQTL-51","7A","Morphological traits","Flag leaf width; flag leaf area; flag leaf length-width ratio","Morphological","26.4–93.1",26.4,93.1,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276602","MQTL_all traitsV3.0_final",FALSE
"M00919","MQTL-52","7B","Morphological traits","Flag leaf length; flag leaf width; flag leaf area","Morphological","583.5–588.9",583.5,588.9,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276602","MQTL_all traitsV3.0_final",FALSE
"M00920","MQTL-53","7D","Morphological traits","Flag leaf length; flag leaf width; flag leaf area","Morphological","3.1–54.0",3.1,54,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276602","MQTL_all traitsV3.0_final",FALSE
"M00921","MQTL-54","7D","Morphological traits","Flag leaf width","Morphological","174.4–386.4",174.4,386.4,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276602","MQTL_all traitsV3.0_final",FALSE
"M00922","MQTL-55","7D","Morphological traits","Flag leaf length; flag leaf width","Morphological","364.6–413.7",364.6,413.7,"cM","all values < 1000 -> cM",NA,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276602","MQTL_all traitsV3.0_final",FALSE
"M00923","MQTL-2A.1","2A","Morphological traits","Flag leaf width; flag leaf area","Morphological","31025604–40589528",31025604,40589528,"bp","contains value >= 1000 -> bp",NA,"https://pmc.ncbi.nlm.nih.gov/articles/PMC9854125/","MQTL_all traitsV3.0_final",FALSE
"M00924","MQTL-2A.2","2A","Morphological traits","Flag leaf length; flag leaf area","Morphological","67712263–78329436",67712263,78329436,"bp","contains value >= 1000 -> bp",NA,"https://pmc.ncbi.nlm.nih.gov/articles/PMC9854125/","MQTL_all traitsV3.0_final",FALSE
"M00925","MQTL-2A.3","2A","Morphological traits","Flag leaf length; flag leaf area","Morphological","59553716–78326762",59553716,78326762,"bp","contains value >= 1000 -> bp",NA,"https://pmc.ncbi.nlm.nih.gov/articles/PMC9854125/","MQTL_all traitsV3.0_final",FALSE
"M00926","MQTL-2A.5","2A","Morphological traits","Flag leaf length; flag leaf width","Morphological","112742680–122146435",112742680,122146435,"bp","contains value >= 1000 -> bp",NA,"https://pmc.ncbi.nlm.nih.gov/articles/PMC9854125/","MQTL_all traitsV3.0_final",FALSE
"M00927","MQTL-2B.4","2B","Morphological traits","Flag leaf length; flag leaf width; flag leaf area","Morphological","632921191–636481655",632921191,636481655,"bp","contains value >= 1000 -> bp",NA,"https://pmc.ncbi.nlm.nih.gov/articles/PMC9854125/","MQTL_all traitsV3.0_final",FALSE
"M00928","MQTL-2B.6","2B","Morphological traits","Flag leaf length; flag leaf area","Morphological","676172474–677808160",676172474,677808160,"bp","contains value >= 1000 -> bp",NA,"https://pmc.ncbi.nlm.nih.gov/articles/PMC9854125/","MQTL_all traitsV3.0_final",FALSE
"M00929","MQTL-2B.8","2B","Morphological traits","Flag leaf length; flag leaf width","Morphological","693069555–694997337",693069555,694997337,"bp","contains value >= 1000 -> bp",NA,"https://pmc.ncbi.nlm.nih.gov/articles/PMC9854125/","MQTL_all traitsV3.0_final",FALSE
"M00930","MQTL-3B.4","3B","Morphological traits","Flag leaf length; flag leaf width","Morphological","750141842–760139108",750141842,760139108,"bp","contains value >= 1000 -> bp",NA,"https://pmc.ncbi.nlm.nih.gov/articles/PMC9854125/","MQTL_all traitsV3.0_final",FALSE
"M00931","MQTL-3B.5","3B","Morphological traits","Flag leaf length; flag leaf width; flag leaf area","Morphological","732824415–738985172",732824415,738985172,"bp","contains value >= 1000 -> bp",NA,"https://pmc.ncbi.nlm.nih.gov/articles/PMC9854125/","MQTL_all traitsV3.0_final",FALSE
"M00932","MQTL-5A.4","5A","Morphological traits","Flag leaf length; flag leaf width; flag leaf area","Morphological","644132169–663836794",644132169,663836794,"bp","contains value >= 1000 -> bp",NA,"https://pmc.ncbi.nlm.nih.gov/articles/PMC9854125/","MQTL_all traitsV3.0_final",FALSE
"M00933","MQTL-5B.3","5B","Morphological traits","Flag leaf length; flag leaf width; flag leaf area","Morphological","670524595–690225662",670524595,690225662,"bp","contains value >= 1000 -> bp",NA,"https://pmc.ncbi.nlm.nih.gov/articles/PMC9854125/","MQTL_all traitsV3.0_final",FALSE
"M00934","MQTL-6B.6","6B","Morphological traits","Flag leaf length","Morphological","717862165–719732713",717862165,719732713,"bp","contains value >= 1000 -> bp",NA,"https://pmc.ncbi.nlm.nih.gov/articles/PMC9854125/","MQTL_all traitsV3.0_final",FALSE
"M00935","MQTL-7A.5","7A","Morphological traits","Flag leaf length; flag leaf width; flag leaf area","Morphological","694930915–701309255",694930915,701309255,"bp","contains value >= 1000 -> bp",NA,"https://pmc.ncbi.nlm.nih.gov/articles/PMC9854125/","MQTL_all traitsV3.0_final",FALSE
"M00936","MQTL1A","1A","Morphological traits","Second internode diameter / internode diameter; Stem vascular bundles; Stem pith diameter","Morphological","3.67",3.67,3.67,"cM","all values < 1000 -> cM",NA,"https://pmc.ncbi.nlm.nih.gov/articles/PMC12063419/","MQTL_all traitsV3.0_final",FALSE
"M00937","MQTL1B.2","1B","Morphological traits","Second internode diameter / internode diameter","Morphological","196.81",196.81,196.81,"cM","all values < 1000 -> cM",NA,"https://pmc.ncbi.nlm.nih.gov/articles/PMC12063419/","MQTL_all traitsV3.0_final",FALSE
"M00938","MQTL1D.1","1D","Morphological traits","Stem weight; Second internode diameter / internode diameter","Morphological","8.86",8.86,8.86,"cM","all values < 1000 -> cM",NA,"https://pmc.ncbi.nlm.nih.gov/articles/PMC12063419/","MQTL_all traitsV3.0_final",FALSE
"M00939","MQTL1D.2","1D","Morphological traits","Second internode diameter / internode diameter","Morphological","69.66",69.66,69.66,"cM","all values < 1000 -> cM",NA,"https://pmc.ncbi.nlm.nih.gov/articles/PMC12063419/","MQTL_all traitsV3.0_final",FALSE
"M00940","MQTL2A.1","2A","Morphological traits","Solid stem / stem solidness; Second internode diameter / internode diameter","Morphological","0.97",0.97,0.97,"cM","all values < 1000 -> cM",NA,"https://pmc.ncbi.nlm.nih.gov/articles/PMC12063419/","MQTL_all traitsV3.0_final",FALSE
"M00941","MQTL2A.2","2A","Morphological traits","Solid stem / stem solidness","Morphological","1.76",1.76,1.76,"cM","all values < 1000 -> cM",NA,"https://pmc.ncbi.nlm.nih.gov/articles/PMC12063419/","MQTL_all traitsV3.0_final",FALSE
"M00942","MQTL2A.3","2A","Morphological traits","Lodging; Solid stem / stem solidness","Morphological","41.1",41.1,41.1,"cM","all values < 1000 -> cM",NA,"https://pmc.ncbi.nlm.nih.gov/articles/PMC12063419/","MQTL_all traitsV3.0_final",FALSE
"M00943","MQTL2A.4","2A","Morphological traits","Lodging; Solid stem / stem solidness","Morphological","9.81",9.81,9.81,"cM","all values < 1000 -> cM",NA,"https://pmc.ncbi.nlm.nih.gov/articles/PMC12063419/","MQTL_all traitsV3.0_final",FALSE
"M00944","MQTL2B.1","2B","Morphological traits","Water-soluble carbohydrates","Morphological","9.18",9.18,9.18,"cM","all values < 1000 -> cM",NA,"https://pmc.ncbi.nlm.nih.gov/articles/PMC12063419/","MQTL_all traitsV3.0_final",FALSE
"M00945","MQTL2B.2","2B","Morphological traits","Stem weight; Stem node number","Morphological","531.79",531.79,531.79,"cM","all values < 1000 -> cM",NA,"https://pmc.ncbi.nlm.nih.gov/articles/PMC12063419/","MQTL_all traitsV3.0_final",FALSE
"M00946","MQTL2B.3","2B","Morphological traits","Second internode diameter / internode diameter; Lodging","Morphological","177.78",177.78,177.78,"cM","all values < 1000 -> cM",NA,"https://pmc.ncbi.nlm.nih.gov/articles/PMC12063419/","MQTL_all traitsV3.0_final",FALSE
"M00947","MQTL2D.1","2D","Morphological traits","Stem vascular bundles; Solid stem / stem solidness; Water-soluble carbohydrates; Stem wall thickness","Morphological","17.36",17.36,17.36,"cM","all values < 1000 -> cM",NA,"https://pmc.ncbi.nlm.nih.gov/articles/PMC12063419/","MQTL_all traitsV3.0_final",FALSE
"M00948","MQTL2D.2","2D","Morphological traits","Water-soluble carbohydrates; Lodging","Morphological","344.82",344.82,344.82,"cM","all values < 1000 -> cM",NA,"https://pmc.ncbi.nlm.nih.gov/articles/PMC12063419/","MQTL_all traitsV3.0_final",FALSE
"M00949","MQTL2D.3","2D","Morphological traits","Stem pith diameter; Stem wall thickness","Morphological","18.18",18.18,18.18,"cM","all values < 1000 -> cM",NA,"https://pmc.ncbi.nlm.nih.gov/articles/PMC12063419/","MQTL_all traitsV3.0_final",FALSE
"M00950","MQTL2D.4","2D","Morphological traits","Lodging; Solid stem / stem solidness","Morphological","65.78",65.78,65.78,"cM","all values < 1000 -> cM",NA,"https://pmc.ncbi.nlm.nih.gov/articles/PMC12063419/","MQTL_all traitsV3.0_final",FALSE
"M00951","MQTL3B.1","3B","Morphological traits","Second internode diameter / internode diameter; Water-soluble carbohydrates; Stem pith diameter; Stem strength","Morphological","7.83",7.83,7.83,"cM","all values < 1000 -> cM",NA,"https://pmc.ncbi.nlm.nih.gov/articles/PMC12063419/","MQTL_all traitsV3.0_final",FALSE
"M00952","MQTL3B.2","3B","Morphological traits","Second internode diameter / internode diameter; Water-soluble carbohydrates; Stem strength","Morphological","14.2",14.2,14.2,"cM","all values < 1000 -> cM",NA,"https://pmc.ncbi.nlm.nih.gov/articles/PMC12063419/","MQTL_all traitsV3.0_final",FALSE
"M00953","MQTL3B.3","3B","Morphological traits","Stem pith diameter; Second internode diameter / internode diameter","Morphological","7.53",7.53,7.53,"cM","all values < 1000 -> cM",NA,"https://pmc.ncbi.nlm.nih.gov/articles/PMC12063419/","MQTL_all traitsV3.0_final",FALSE
"M00954","MQTL3D.1","3D","Morphological traits","Lodging; Second internode diameter / internode diameter","Morphological","418.06",418.06,418.06,"cM","all values < 1000 -> cM",NA,"https://pmc.ncbi.nlm.nih.gov/articles/PMC12063419/","MQTL_all traitsV3.0_final",FALSE
"M00955","MQTL3D.2","3D","Morphological traits","Second internode diameter / internode diameter","Morphological","254.97",254.97,254.97,"cM","all values < 1000 -> cM",NA,"https://pmc.ncbi.nlm.nih.gov/articles/PMC12063419/","MQTL_all traitsV3.0_final",FALSE
"M00956","MQTL4A.1","4A","Morphological traits","Stem thickness–diameter ratio; Stem pith diameter; Second internode diameter / internode diameter; Stem wall thickness; Solid stem / stem solidness; Lodging","Morphological","8.8",8.8,8.8,"cM","all values < 1000 -> cM",NA,"https://pmc.ncbi.nlm.nih.gov/articles/PMC12063419/","MQTL_all traitsV3.0_final",FALSE
"M00957","MQTL4A.2","4A","Morphological traits","Second internode diameter / internode diameter; Solid stem / stem solidness; Stem weight; Water-soluble carbohydrates","Morphological","21.73",21.73,21.73,"cM","all values < 1000 -> cM",NA,"https://pmc.ncbi.nlm.nih.gov/articles/PMC12063419/","MQTL_all traitsV3.0_final",FALSE
"M00958","MQTL4B.1","4B","Morphological traits","Stem wall area; Lodging; Second internode diameter / internode diameter; Second internode length","Morphological","31.82",31.82,31.82,"cM","all values < 1000 -> cM",NA,"https://pmc.ncbi.nlm.nih.gov/articles/PMC12063419/","MQTL_all traitsV3.0_final",FALSE
"M00959","MQTL4B.3","4B","Morphological traits","Second internode diameter / internode diameter; Lodging","Morphological","80.31",80.31,80.31,"cM","all values < 1000 -> cM",NA,"https://pmc.ncbi.nlm.nih.gov/articles/PMC12063419/","MQTL_all traitsV3.0_final",FALSE
"M00960","MQTL4D.1","4D","Morphological traits","Second internode length; Second internode diameter / internode diameter; Lodging","Morphological","25.63",25.63,25.63,"cM","all values < 1000 -> cM",NA,"https://pmc.ncbi.nlm.nih.gov/articles/PMC12063419/","MQTL_all traitsV3.0_final",FALSE
"M00961","MQTL4D.2","4D","Morphological traits","Second internode length; Lodging","Morphological","338.55",338.55,338.55,"cM","all values < 1000 -> cM",NA,"https://pmc.ncbi.nlm.nih.gov/articles/PMC12063419/","MQTL_all traitsV3.0_final",FALSE
"M00962","MQTL4D.3","4D","Morphological traits","Second internode diameter / internode diameter","Morphological","15.56",15.56,15.56,"cM","all values < 1000 -> cM",NA,"https://pmc.ncbi.nlm.nih.gov/articles/PMC12063419/","MQTL_all traitsV3.0_final",FALSE
"M00963","MQTL5A.1","5A","Morphological traits","Lodging; Solid stem / stem solidness","Morphological","52.35",52.35,52.35,"cM","all values < 1000 -> cM",NA,"https://pmc.ncbi.nlm.nih.gov/articles/PMC12063419/","MQTL_all traitsV3.0_final",FALSE
"M00964","MQTL5A.2","5A","Morphological traits","Lodging; Solid stem / stem solidness","Morphological","104.85",104.85,104.85,"cM","all values < 1000 -> cM",NA,"https://pmc.ncbi.nlm.nih.gov/articles/PMC12063419/","MQTL_all traitsV3.0_final",FALSE
"M00965","MQTL5A.3","5A","Morphological traits","Water-soluble carbohydrates; Second internode diameter / internode diameter; Lodging; Stem wall thickness; Stem thickness–diameter ratio","Morphological","5.38",5.38,5.38,"cM","all values < 1000 -> cM",NA,"https://pmc.ncbi.nlm.nih.gov/articles/PMC12063419/","MQTL_all traitsV3.0_final",FALSE
"M00966","MQTL5A.4","5A","Morphological traits","Second internode diameter / internode diameter","Morphological","23.54",23.54,23.54,"cM","all values < 1000 -> cM",NA,"https://pmc.ncbi.nlm.nih.gov/articles/PMC12063419/","MQTL_all traitsV3.0_final",FALSE
