id,species,trait,parameter,mqtl_name,chromosome,position_interval,associated_markers,pve,candidate_gene,reference,doi,source_file
M00641,Triticum aestivum,Developmental traits,Days to flowering,MQTL1B.5,1B,17.3–17.4,,14.52,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00642,Triticum aestivum,Developmental traits,Days to flowering,MQTL1B.6,1B,12.8–13.2,,15.6,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00643,Triticum aestivum,Developmental traits,Days to flowering,MQTL1B.7,1B,390.7–412.9,,17.3,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00644,Triticum aestivum,Developmental traits,Days to flowering,MQTL1D.1,1D,0.9–2.1,,16.2,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00645,Triticum aestivum,Developmental traits,Days to flowering,MQTL2B.3,2B,28.3–29.9,,15.9,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00646,Triticum aestivum,Developmental traits,Days to flowering,MQTL2B.4,2B,29.1–30.5,,16.2,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00647,Triticum aestivum,Developmental traits,Days to flowering,MQTL2B.6,2B,7.7–11.1,,17.6,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00648,Triticum aestivum,Developmental traits,Days to flowering,MQTL2D.1,2D,1.7–5.3,,19.7,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00649,Triticum aestivum,Developmental traits,Days to flowering,MQTL3A.5,3A,21.2–30.5,,17.9,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00650,Triticum aestivum,Developmental traits,Days to flowering,MQTL3B.3,3B,24.9–28.1,,17.1,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00651,Triticum aestivum,Developmental traits,Days to flowering,MQTL3B.4,3B,31.8–34.6,,15.7,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00652,Triticum aestivum,Developmental traits,Days to flowering,MQTL3D.9,3D,548.5–562.3,,14.1,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00653,Triticum aestivum,Developmental traits,Days to flowering,MQTL5A.2,5A,10.8–17.5,,18.3,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00654,Triticum aestivum,Developmental traits,Days to flowering,MQTL5A.3,5A,11–40.3,,21.2,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00655,Triticum aestivum,Developmental traits,Days to flowering,MQTL5B.2,5B,8.9–8.9,,17.6,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00656,Triticum aestivum,Developmental traits,Days to flowering,MQTL5B.7,5B,13.7–15.0,,15.9,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00657,Triticum aestivum,Developmental traits,Days to flowering,MQTL5D.4,5D,547.7–552.7,,15.8,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00658,Triticum aestivum,Developmental traits,Days to flowering,MQTL6B.2,6B,3.0–10.0,,20.7,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00659,Triticum aestivum,Developmental traits,Days to flowering,MQTL7A.1,7A,3.2–8.2,,12.8,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00660,Triticum aestivum,Developmental traits,Days to flowering,MQTL7A.3,7A,44.4–47.0,,19.3,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00661,Triticum aestivum,Developmental traits,Days to flowering,MQTL7B.2,7B,18.1–44.6,,16.1,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00662,Triticum aestivum,Developmental traits,Days to flowering,MQTL7B.3,7B,684.4–686.1,,19.8,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00663,Triticum aestivum,Developmental traits,Days to flowering,MQTL7D.2,7D,53.6–76.6,,19.5,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00664,Triticum aestivum,Developmental traits,Grain filling duration,MQTL1B.5,1B,17.3–17.4,,14.52,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00665,Triticum aestivum,Developmental traits,Grain filling duration,MQTL3D.9,3D,548.5–562.3,,14.1,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00666,Triticum aestivum,Developmental traits,Grain filling duration,MQTL7D.1,7D,13.6–22.5,,15.2,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00667,Triticum aestivum,Developmental traits,Earliness perse,MQTL1B.7,1B,390.7–412.9,,17.3,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00668,Triticum aestivum,Developmental traits,Earliness perse,MQTL1B.8,1B,454.9–466.1,,12.7,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00669,Triticum aestivum,Developmental traits,Days to heading,MQTL1B.6,1B,12.8–13.2,,15.6,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00670,Triticum aestivum,Developmental traits,Days to heading,MQTL1D.4,1D,28.5–36.31,,15,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00671,Triticum aestivum,Developmental traits,Days to heading,MQTL2A.1,2A,18.6–79.7,,17.8,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00672,Triticum aestivum,Developmental traits,Days to heading,MQTL2A.2,2A,206.8–508.7,,15.2,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00673,Triticum aestivum,Developmental traits,Days to heading,MQTL2A.6,2A,30.4–31.9,,20.4,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00674,Triticum aestivum,Developmental traits,Days to heading,MQTL2B.3,2B,28.3–29.9,,15.9,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00675,Triticum aestivum,Developmental traits,Days to heading,MQTL2B.4,2B,29.1–30.5,,16.2,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00676,Triticum aestivum,Developmental traits,Days to heading,MQTL2B.5,2B,7.1–30.5,,17.3,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00677,Triticum aestivum,Developmental traits,Days to heading,MQTL2B.6,2B,7.7–11.1,,17.6,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00678,Triticum aestivum,Developmental traits,Days to heading,MQTL2D.1,2D,1.7–5.3,,19.7,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00679,Triticum aestivum,Developmental traits,Days to heading,MQTL2D.2,2D,9.6–10.3,,17.6,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00680,Triticum aestivum,Developmental traits,Days to heading,MQTL2D.3,2D,16.3–28.1,,32.1,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00681,Triticum aestivum,Developmental traits,Days to heading,MQTL2D.5,2D,14.3–88.3,,15.9,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00682,Triticum aestivum,Developmental traits,Days to heading,MQTL2D.6,2D,14.9-21.0,,18.1,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00683,Triticum aestivum,Developmental traits,Days to heading,MQTL2D.7,2D,23.4–25,,19.1,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00684,Triticum aestivum,Developmental traits,Days to heading,MQTL3A.3,3A,19.3–107.3,,15.3,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00685,Triticum aestivum,Developmental traits,Days to heading,MQTL3A.4,3A,22.4–23.3,,17.7,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00686,Triticum aestivum,Developmental traits,Days to heading,MQTL3A.5,3A,21.2–30.5,,17.9,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00687,Triticum aestivum,Developmental traits,Days to heading,MQTL3A.6,3A,21.2–26.1,,16.9,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00688,Triticum aestivum,Developmental traits,Days to heading,MQTL3A.7,3A,17.6–19.6,,17.8,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00689,Triticum aestivum,Developmental traits,Days to heading,MQTL3B.3,3B,24.9–28.1,,17.1,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00690,Triticum aestivum,Developmental traits,Days to heading,MQTL3B.7,3B,749.1–769.4,,14.1,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00691,Triticum aestivum,Developmental traits,Days to heading,MQTL3D.2,3D,7.3–9.8,,13.9,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00692,Triticum aestivum,Developmental traits,Days to heading,MQTL4A.1,4A,3.9–7.1,,13.4,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00693,Triticum aestivum,Developmental traits,Days to heading,MQTL4A.4,4A,709.9–713.5,,18,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00694,Triticum aestivum,Developmental traits,Days to heading,MQTL4B.5,4B,13–14.9,,22.6,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00695,Triticum aestivum,Developmental traits,Days to heading,MQTL4B.6,4B,12.9–13.4,,19.8,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00696,Triticum aestivum,Developmental traits,Days to heading,MQTL4D.8,4D,5.7–13.8,,23.9,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00697,Triticum aestivum,Developmental traits,Days to heading,MQTL5A.2,5A,10.8–17.5,,18.3,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00698,Triticum aestivum,Developmental traits,Days to heading,MQTL5A.3,5A,11–40.3,,21.2,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00699,Triticum aestivum,Developmental traits,Days to heading,MQTL5A.4,5A,350.2–451.5,,24.9,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00700,Triticum aestivum,Developmental traits,Days to heading,MQTL5B.1,5B,68.9–126.3,,14.4,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00701,Triticum aestivum,Developmental traits,Days to heading,MQTL5B.3,5B,8.3–10.2,,21.4,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00702,Triticum aestivum,Developmental traits,Days to heading,MQTL5B.6,5B,12.3–13.3,,14.4,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00703,Triticum aestivum,Developmental traits,Days to heading,MQTL5B.7,5B,13.7–15.0,,15.9,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00704,Triticum aestivum,Developmental traits,Days to heading,MQTL5D.2,5D,41.8–44.1,,14.7,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00705,Triticum aestivum,Developmental traits,Days to heading,MQTL5D.3,5D,335.8–500.7,,20.4,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00706,Triticum aestivum,Developmental traits,Days to heading,MQTL6A.1,6A,555.6–563.5,,14.8,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00707,Triticum aestivum,Developmental traits,Days to heading,MQTL6A.2,6A,25.6–555.6,,17.2,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00708,Triticum aestivum,Developmental traits,Days to heading,MQTL6A.3,6A,12.4–43.4,,14.4,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00709,Triticum aestivum,Developmental traits,Days to heading,MQTL6B.1,6B,506.0–617.0,,14.2,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00710,Triticum aestivum,Developmental traits,Days to heading,MQTL6B.2,6B,3.0–10.0,,20.7,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00711,Triticum aestivum,Developmental traits,Days to heading,MQTL6B.4,6B,2.2–10.0,,13.7,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00712,Triticum aestivum,Developmental traits,Days to heading,MQTL6B.9,6B,3.9–11.4,,19,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00713,Triticum aestivum,Developmental traits,Days to heading,MQTL7A.1,7A,3.2–8.2,,12.8,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00714,Triticum aestivum,Developmental traits,Days to heading,MQTL7A.2,7A,4.0–4.6,,19.4,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00715,Triticum aestivum,Developmental traits,Days to heading,MQTL7B.1,7B,3.7–6.3,,19.3,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00716,Triticum aestivum,Developmental traits,Days to heading,MQTL7B.2,7B,18.1–44.6,,16.1,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00717,Triticum aestivum,Developmental traits,Days to maturity,MQTL1B.5,1B,17.3–17.4,,14.52,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00718,Triticum aestivum,Developmental traits,Days to maturity,MQTL1B.8,1B,454.9–466.1,,12.7,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00719,Triticum aestivum,Developmental traits,Days to maturity,MQTL1D.4,1D,28.5–36.31,,15,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00720,Triticum aestivum,Developmental traits,Days to maturity,MQTL2A.1,2A,18.6–79.7,,17.8,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00721,Triticum aestivum,Developmental traits,Days to maturity,MQTL2A.6,2A,30.4–31.9,,20.4,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00722,Triticum aestivum,Developmental traits,Days to maturity,MQTL2B.3,2B,28.3–29.9,,15.9,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00723,Triticum aestivum,Developmental traits,Days to maturity,MQTL2B.6,2B,7.7–11.1,,17.6,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00724,Triticum aestivum,Developmental traits,Days to maturity,MQTL2D.1,2D,1.7–5.3,,19.7,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00725,Triticum aestivum,Developmental traits,Days to maturity,MQTL2D.5,2D,14.3–88.3,,15.9,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00726,Triticum aestivum,Developmental traits,Days to maturity,MQTL2D.6,2D,14.9-21.0,,18.1,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00727,Triticum aestivum,Developmental traits,Days to maturity,MQTL2D.7,2D,23.4–25,,19.1,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00728,Triticum aestivum,Developmental traits,Days to maturity,MQTL3A.1,3A,7.5–9.1,,12.9,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00729,Triticum aestivum,Developmental traits,Days to maturity,MQTL3A.4,3A,22.4–23.3,,17.7,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00730,Triticum aestivum,Developmental traits,Days to maturity,MQTL3A.7,3A,17.6–19.6,,17.8,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00731,Triticum aestivum,Developmental traits,Days to maturity,MQTL4A.1,4A,3.9–7.1,,13.4,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00732,Triticum aestivum,Developmental traits,Days to maturity,MQTL4A.4,4A,709.9–713.5,,18,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00733,Triticum aestivum,Developmental traits,Days to maturity,MQTL4B.1,4B,0.6–7,,18.2,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00734,Triticum aestivum,Developmental traits,Days to maturity,MQTL4B.2,4B,4.5–11.3,,23.3,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00735,Triticum aestivum,Developmental traits,Days to maturity,MQTL4D.2,4D,4.7–7.8,,36.8,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00736,Triticum aestivum,Developmental traits,Days to maturity,MQTL5A.2,5A,10.8–17.5,,18.3,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00737,Triticum aestivum,Developmental traits,Days to maturity,MQTL5B.3,5B,8.3–10.2,,21.4,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00738,Triticum aestivum,Developmental traits,Days to maturity,MQTL6B.1,6B,506.0–617.0,,14.2,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00739,Triticum aestivum,Developmental traits,Days to maturity,MQTL6B.8,6B,10.7–11.3,,14.7,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00740,Triticum aestivum,Developmental traits,Days to maturity,MQTL7A.1,7A,3.2–8.2,,12.8,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00741,Triticum aestivum,Developmental traits,Days to maturity,MQTL7B.1,7B,3.7–6.3,,19.3,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00742,Triticum aestivum,Developmental traits,Days to maturity,MQTL7B.2,7B,18.1–44.6,,16.1,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00743,Triticum aestivum,Developmental traits,Days to maturity,MQTL7B.4,7B,237.5–304.5,,16.7,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00744,Triticum aestivum,Developmental traits,Days to maturity,MQTL7D.2,7D,53.6–76.6,,19.5,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
M00745,Triticum aestivum,Developmental traits,Days to maturity,MQTL7D.3,7D,501.1–526.4,,21.3,,,https://link.springer.com/article/10.1007/S00122-021-04018-3,MQTL_all traitsV3.0_final
