id,species,trait,parameter,cross,population,method,qtl1,chromosome1,position_interval1,markers1,qtl2,chromosome2,position_interval2,markers2,lod,pve,reference,doi,source_file
E00375,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,7A,135,chr7A_184213543-chr7A_475104741,,7A,,chr7A_184213543-chr7A_475104741,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00376,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,4B,340,chr4B_659028209-chr4B_658788207,,4B,,chr4B_659028209-chr4B_658788207,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00377,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,1A,5,chr1A_9877409-chr1A_10055231,,1A,,chr1A_9877409-chr1A_10055231,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00378,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,1A,0,chr1A_7524384-chr1A_7811760,,1A,,chr1A_7524384-chr1A_7811760,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00379,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,3B,115,chr3B_568533980-chr3B_567130382,,3B,,chr3B_568533980-chr3B_567130382,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00380,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,5D,85,chr5D_531403917-chr5D_533487677,,5D,,chr5D_531403917-chr5D_533487677,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00381,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,2B,105,chr2B_63428577-chr2B_64952887,,2B,,chr2B_63428577-chr2B_64952887,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00382,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,2A,110,chr2A_618893725-chr2A_610033648,,2A,,chr2A_618893725-chr2A_610033648,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00383,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,3D,10,chr3D_14704247-chr3D_19050539,,3D,,chr3D_14704247-chr3D_19050539,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00384,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,3B,95,chr3B_553760322-chr3B_554544021,,3B,,chr3B_553760322-chr3B_554544021,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00385,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,3B,200,chr3B_670295928-chr3B_677442940,,3B,,chr3B_670295928-chr3B_677442940,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00386,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,3D,120,chr3D_581229212-chr3D_582757284,,3D,,chr3D_581229212-chr3D_582757284,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00387,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,5A,40,chr5A_17395391-chr5A_445690922,,5A,,chr5A_17395391-chr5A_445690922,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00388,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,4B,45,chr4B_16683406-chr4B_61911629,,4B,,chr4B_16683406-chr4B_61911629,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00389,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,2B,85,chr2B_39188668-chr2B_44169180,,2B,,chr2B_39188668-chr2B_44169180,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00390,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,6A,220,chr6A_595061983-chr6A_599261877,,6A,,chr6A_595061983-chr6A_599261877,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00391,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,4A,135,chr4A_245032654-chr4A_538841411,,4A,,chr4A_245032654-chr4A_538841411,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00392,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,5A,75,chr5A_455607699-chr5A_494411449,,5A,,chr5A_455607699-chr5A_494411449,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00393,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,1D,30,chr1D_75615997-chr1D_76420483,,1D,,chr1D_75615997-chr1D_76420483,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00394,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,3A,75,chr3A_57777262-chr3A_59260364,,3A,,chr3A_57777262-chr3A_59260364,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00395,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,5B,115,chr5B_697609285-chr5B_695755391,,5B,,chr5B_697609285-chr5B_695755391,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00396,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,4B,15,chr4B_12369792-chr4B_13745971,,4B,,chr4B_12369792-chr4B_13745971,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00397,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,5B,50,chr5B_28753503-chr5B_29367162,,5B,,chr5B_28753503-chr5B_29367162,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00398,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,3D,20,chr3D_19050539-chr3D_21746044,,3D,,chr3D_19050539-chr3D_21746044,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00399,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,6D,105,chr6D_458925995-chr6D_462634429,,6D,,chr6D_458925995-chr6D_462634429,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00400,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,7B,170,chr7B_739999411-chr7B_733197194,,7B,,chr7B_739999411-chr7B_733197194,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00401,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,4A,375,chr4A_708146969-chr4A_714382901,,4A,,chr4A_708146969-chr4A_714382901,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00402,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,2A,155,chr2A_58544178-chr2A_57986539,,2A,,chr2A_58544178-chr2A_57986539,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00403,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,7D,90,chr7D_63208599-chr7D_71584239,,7D,,chr7D_63208599-chr7D_71584239,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00404,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,5B,85,chr5B_685565921-chr5B_688161695,,5B,,chr5B_685565921-chr5B_688161695,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00405,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,3B,0,chr3B_10381969-chr3B_10445098,,3B,,chr3B_10381969-chr3B_10445098,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00406,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,4A,170,chr4A_576785490-chr4A_576650001,,4A,,chr4A_576785490-chr4A_576650001,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00407,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,3B,270,chr3B_753181515-chr3B_753122111,,3B,,chr3B_753181515-chr3B_753122111,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00408,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,7B,165,chr7B_730172104-chr7B_730376977,,7B,,chr7B_730172104-chr7B_730376977,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00409,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,3D,115,chr3D_577803947-chr3D_578540547,,3D,,chr3D_577803947-chr3D_578540547,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00410,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,5B,40,chr5B_20696411-chr5B_21483059,,5B,,chr5B_20696411-chr5B_21483059,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00411,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,4B,150,chr4B_141568079-chr4B_329875990,,4B,,chr4B_141568079-chr4B_329875990,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00412,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,5B,200,chr5B_478398846-chr5B_478429859,,5B,,chr5B_478398846-chr5B_478429859,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00413,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,7D,180,chr7D_383752030-chr7D_357258299,,7D,,chr7D_383752030-chr7D_357258299,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00414,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,5B,75,chr5B_684446911-chr5B_684889659,,5B,,chr5B_684446911-chr5B_684889659,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00415,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,7B,65,chr7B_610627264-chr7B_615525642,,7B,,chr7B_610627264-chr7B_615525642,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00416,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,7B,60,chr7B_595083159-chr7B_605867909,,7B,,chr7B_595083159-chr7B_605867909,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00417,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,5B,100,chr5B_238562927-chr5B_181868461,,5B,,chr5B_238562927-chr5B_181868461,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00418,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,7A,260,chr7A_697303628-chr7A_697623969,,7A,,chr7A_697303628-chr7A_697623969,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00419,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,7B,85,chr7B_652690696-chr7B_652635783,,7B,,chr7B_652690696-chr7B_652635783,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00420,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,3D,15,chr3D_19050539-chr3D_21746044,,3D,,chr3D_19050539-chr3D_21746044,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00421,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,4A,345,chr4A_700332641-chr4A_702126013,,4A,,chr4A_700332641-chr4A_702126013,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00422,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,7A,110,chr7A_83320767-chr7A_86612185,,7A,,chr7A_83320767-chr7A_86612185,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00423,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,7D,325,chr7D_606321871-chr7D_610424091,,7D,,chr7D_606321871-chr7D_610424091,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00424,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,4A,25,chr4A_36176781-chr4A_36414430,,4A,,chr4A_36176781-chr4A_36414430,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00425,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,5B,15,chr5B_581742436-chr5B_597955208,,5B,,chr5B_581742436-chr5B_597955208,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00426,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,6A,35,chr6A_54336392-chr6A_54336331,,6A,,chr6A_54336392-chr6A_54336331,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00427,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,5B,190,chr5B_453465427-chr5B_455748509,,5B,,chr5B_453465427-chr5B_455748509,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00428,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,6D,35,chr6D_292339268-chr6D_298317836,,6D,,chr6D_292339268-chr6D_298317836,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00429,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,5B,95,chr5B_691470718-chr5B_691309931,,5B,,chr5B_691470718-chr5B_691309931,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00430,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,4A,35,chr4A_85247805-chr4A_87242401,,4A,,chr4A_85247805-chr4A_87242401,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00431,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,7B,5,chr7B_2281299-chr7B_2888248,,7B,,chr7B_2281299-chr7B_2888248,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00432,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,7D,355,chr7D_628852776-chr7D_630972219,,7D,,chr7D_628852776-chr7D_630972219,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00433,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,7A,205,chr7A_627817031-chr7A_622364326,,7A,,chr7A_627817031-chr7A_622364326,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00434,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,7D,270,chr7D_580335894-chr7D_581611372,,7D,,chr7D_580335894-chr7D_581611372,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00435,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,5B,25,chr5B_13361005-chr5B_13448213,,5B,,chr5B_13361005-chr5B_13448213,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00436,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,4D,45,chr4D_106070576-chr4D_98830882,,4D,,chr4D_106070576-chr4D_98830882,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00437,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,6D,70,chr6D_437068248-chr6D_439297713,,6D,,chr6D_437068248-chr6D_439297713,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00438,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,6D,20,chr6D_10311612-chr6D_10444688,,6D,,chr6D_10311612-chr6D_10444688,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00439,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,5D,90,chr5D_536020765-chr5D_539348846,,5D,,chr5D_536020765-chr5D_539348846,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00440,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,5D,25,chr5D_439443627-chr5D_442495923,,5D,,chr5D_439443627-chr5D_442495923,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00441,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,5D,10,chr5D_9523515-chr5D_10211740,,5D,,chr5D_9523515-chr5D_10211740,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00442,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,7B,115,chr7B_684851966-chr7B_686166080,,7B,,chr7B_684851966-chr7B_686166080,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00443,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,7A,200,chr7A_609061391-chr7A_611227117,,7A,,chr7A_609061391-chr7A_611227117,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00444,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,2D,135,chr2D_237511987-chr2D_162797774,,2D,,chr2D_237511987-chr2D_162797774,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00445,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,5B,0,chr5B_978437-chr5B_847276,,5B,,chr5B_978437-chr5B_847276,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00446,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,7A,20,chr7A_17422487-chr7A_18786919,,7A,,chr7A_17422487-chr7A_18786919,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00447,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,7D,120,chr7D_92795100-chr7D_92517171,,7D,,chr7D_92795100-chr7D_92517171,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00448,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,5A,125,chr5A_582417100-chr5A_581732516,,5A,,chr5A_582417100-chr5A_581732516,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00449,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,6A,205,chr6A_591599260-chr6A_591872218,,6A,,chr6A_591599260-chr6A_591872218,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00450,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,5D,45,chr5D_473402372-chr5D_476121763,,5D,,chr5D_473402372-chr5D_476121763,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00451,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,7D,225,chr7D_501478635-chr7D_521008879,,7D,,chr7D_501478635-chr7D_521008879,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00452,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,7A,230,chr7A_662650085-chr7A_696982334,,7A,,chr7A_662650085-chr7A_696982334,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00453,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,4B,335,chr4B_657819200-chr4B_660031270,,4B,,chr4B_657819200-chr4B_660031270,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00454,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,3B,275,chr3B_752270057-chr3B_752270233,,3B,,chr3B_752270057-chr3B_752270233,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00455,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,7B,135,chr7B_706805727-chr7B_707128535,,7B,,chr7B_706805727-chr7B_707128535,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00456,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,7B,0,chr7B_891060-chr7B_34541,,7B,,chr7B_891060-chr7B_34541,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00457,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,5A,10,chr5A_7168421-chr5A_7360542,,5A,,chr5A_7168421-chr5A_7360542,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00458,Triticum aestivum,Yield,yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,21BD_20MCG_20EMN_20CS_19CS_19BSP,5A,80,chr5A_502468273-chr5A_502685486,,5A,,chr5A_502468273-chr5A_502685486,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
