gene_id,chromosome,genome,start,end,n_homoeolog_partners,retention_class,gc_content
TraesCS3A02G267000,3A,A,491786635,491788323,0,singleton,37.77
TraesCS3A02G267100,3A,A,492035974,492040897,2,triad,54.37
TraesCS3A02G267200,3A,A,492053055,492055564,2,triad,48.8
TraesCS3A02G267300,3A,A,492196095,492202108,1,partial,44.96
TraesCS3A02G267400,3A,A,492322903,492333661,2,triad,46.67
TraesCS3A02G267500,3A,A,492736316,492737467,2,triad,68.92
TraesCS3A02G267600,3A,A,492736569,492736847,2,triad,71.33
TraesCS3A02G267700,3A,A,493127515,493134054,2,triad,41.82
TraesCS3A02G267800,3A,A,493560176,493560620,1,partial,55.51
TraesCS3A02G267900,3A,A,493712114,493713239,2,triad,40.5
TraesCS3A02G268000,3A,A,493714764,493716741,2,triad,46.01
TraesCS3A02G268100,3A,A,493718370,493722682,2,triad,59.73
TraesCS3A02G268200,3A,A,494028494,494038319,2,triad,39.77
TraesCS3A02G268300,3A,A,494038358,494042221,2,triad,44.25
TraesCS3A02G268400,3A,A,494045416,494046375,2,triad,53.33
TraesCS3A02G268500,3A,A,494718472,494726293,2,triad,48.85
TraesCS3A02G268600,3A,A,494728310,494730246,2,triad,45.69
TraesCS3A02G268700,3A,A,494996019,495015975,2,triad,46.4
TraesCS3A02G268800,3A,A,495071522,495074851,2,triad,59.1
TraesCS3A02G268900,3A,A,495092908,495093180,2,triad,35.53
ENSRNA050023705,3A,A,495101443,495101576,0,singleton,47.01
TraesCS3A02G269000,3A,A,495103568,495103759,0,singleton,54.17
TraesCS3A02G269100,3A,A,495104412,495104837,2,triad,43.9
TraesCS3A02G269200,3A,A,495251709,495256881,2,triad,42.43
TraesCS3A02G269400,3A,A,495499546,495501454,2,triad,46.99
TraesCS3A02G269500,3A,A,496036698,496038609,2,triad,45.08
TraesCS3A02G269600,3A,A,496387020,496387407,0,singleton,55.67
TraesCS3A02G269700,3A,A,496512435,496514970,2,triad,59.66
TraesCS3A02G269800,3A,A,496636488,496637361,2,triad,65.56
TraesCS3A02G269900,3A,A,496702360,496704501,2,triad,64.38
TraesCS3A02G270000,3A,A,496704577,496707472,2,triad,46.41
TraesCS3A02G270100,3A,A,496986768,496990879,2,triad,41.34
TraesCS3A02G270300,3A,A,497646754,497649263,2,triad,42.99
TraesCS3A02G270400,3A,A,497649340,497652149,2,triad,53.7
TraesCS3A02G270500,3A,A,497654221,497661984,2,triad,42.65
TraesCS3A02G270600,3A,A,497710071,497717259,2,triad,41.74
TraesCS3A02G270700,3A,A,497758947,497759534,0,singleton,65.65
TraesCS3A02G270800,3A,A,498229063,498236193,2,triad,47.62
TraesCS3A02G270900,3A,A,498236709,498237068,2,triad,63.06
TraesCS3A02G271000,3A,A,498246299,498251218,2,triad,41.85
TraesCS3A02G271100,3A,A,498772638,498788149,2,triad,49.23
TraesCS3A02G271200,3A,A,499240089,499240421,2,triad,60.96
TraesCS3A02G271300,3A,A,500029628,500030847,0,singleton,39.59
TraesCS3A02G271400,3A,A,500526004,500527390,2,triad,59.34
TraesCS3A02G271500,3A,A,500969258,500973693,2,triad,45.36
TraesCS3A02G271600,3A,A,500974054,500977772,2,triad,45.87
TraesCS3A02G271700,3A,A,500978203,500979017,2,triad,65.03
TraesCS3A02G271800,3A,A,500984818,500988006,2,triad,41.71
TraesCS3A02G271900,3A,A,500988779,500996006,2,triad,41.7
TraesCS3A02G272000,3A,A,501221317,501223687,2,triad,52.38
TraesCS3A02G272100,3A,A,501225034,501234070,2,triad,40.76
TraesCS3A02G272200,3A,A,501649536,501651816,2,triad,43.97
TraesCS3A02G272300,3A,A,501653051,501656222,2,triad,43.88
TraesCS3A02G272400,3A,A,501721939,501722670,1,partial,42.08
TraesCS3A02G272500,3A,A,501883170,501890413,2,triad,44.94
TraesCS3A02G272600,3A,A,501895576,501897356,0,singleton,62.83
TraesCS3A02G272700,3A,A,501898052,501899056,2,triad,66.57
TraesCS3A02G272800,3A,A,501928791,501943731,2,triad,43.03
TraesCS3A02G272900,3A,A,502097228,502101492,2,triad,42.23
TraesCS3A02G273000,3A,A,502165492,502168171,2,triad,55.11
TraesCS3A02G273100,3A,A,502267748,502269367,2,triad,57.35
TraesCS3A02G273200,3A,A,502278677,502279370,2,triad,65.42
TraesCS3A02G273300,3A,A,502384440,502389118,2,triad,42.49
TraesCS3A02G273400,3A,A,502391954,502392163,0,singleton,66.67
TraesCS3A02G273500,3A,A,502398665,502403072,2,triad,47.6
TraesCS3A02G273600,3A,A,502490309,502491377,2,triad,66.23
TraesCS3A02G273700,3A,A,502504812,502509009,2,triad,40.26
TraesCS3A02G273800,3A,A,502509064,502510371,2,triad,66.82
TraesCS3A02G273900,3A,A,502510881,502513760,1,partial,44.24
TraesCS3A02G274000,3A,A,502835637,502839127,2,triad,53.17
TraesCS3A02G274100,3A,A,502841059,502843172,2,triad,56.15
TraesCS3A02G274200,3A,A,503025133,503027394,2,triad,58.53
TraesCS3A02G274300,3A,A,503703424,503707155,2,triad,55.73
TraesCS3A02G274400,3A,A,503751497,503755373,2,triad,57.96
TraesCS3A02G274500,3A,A,503753941,503755224,0,singleton,68.3
TraesCS3A02G274600,3A,A,503817682,503825361,2,triad,40.99
TraesCS3A02G274700,3A,A,503825722,503834318,2,triad,40.98
TraesCS3A02G274800,3A,A,503836776,503838858,2,triad,48.15
TraesCS3A02G274900,3A,A,504023393,504025649,2,triad,58.09
ENSRNA050008003,3A,A,504616154,504616226,0,singleton,63.01
TraesCS3A02G275000,3A,A,504616215,504624976,2,triad,42.92
TraesCS3A02G275100,3A,A,504798413,504803776,2,triad,45.26
TraesCS3A02G275200,3A,A,504803891,504805636,2,triad,58.02
TraesCS3A02G275300,3A,A,504806732,504814475,2,triad,41.37
TraesCS3A02G275400,3A,A,505029962,505031924,2,triad,41.87
TraesCS3A02G275500,3A,A,505216117,505221157,2,triad,41.92
TraesCS3A02G275600,3A,A,505221578,505226419,2,triad,46.61
TraesCS3A02G275700,3A,A,505226654,505231809,2,triad,40.88
TraesCS3A02G275800,3A,A,505231949,505238787,2,triad,49.7
TraesCS3A02G275900,3A,A,505523600,505526171,2,triad,57.97
TraesCS3A02G276000,3A,A,505698026,505699808,0,singleton,45.15
TraesCS3A02G276100,3A,A,505716534,505722819,2,triad,43.22
TraesCS3A02G276200,3A,A,506227271,506231195,2,triad,59.57
TraesCS3A02G276300,3A,A,506421101,506422129,2,triad,71.72
TraesCS3A02G276400,3A,A,506432774,506438509,2,triad,44.87
TraesCS3A02G276500,3A,A,506441454,506444644,2,triad,46.47
TraesCS3A02G276600,3A,A,506665589,506670687,2,triad,43.69
TraesCS3A02G276700,3A,A,506800050,506804341,2,triad,53.01
ENSRNA050024112,3A,A,506888931,506889058,0,singleton,47.66
TraesCS3A02G276800,3A,A,506915258,506920280,2,triad,50.69
TraesCS3A02G276900,3A,A,506974508,506978126,2,triad,56.7
TraesCS3A02G277000,3A,A,507120309,507120903,2,triad,62.02
TraesCS3A02G277100,3A,A,507126630,507130063,2,triad,49.48
TraesCS3A02G277200,3A,A,507273007,507273901,2,triad,52.51
TraesCS3A02G277300,3A,A,507286559,507288663,2,triad,46.89
TraesCS3A02G277400,3A,A,507287579,507293888,2,triad,41.43
TraesCS3A02G277500,3A,A,507299815,507303799,2,triad,44.14
TraesCS3A02G277600,3A,A,507305551,507312490,2,triad,41.47
TraesCS3A02G277700,3A,A,507457206,507464411,2,triad,45.85
TraesCS3A02G277800,3A,A,507463521,507469273,2,triad,48.29
TraesCS3A02G277900,3A,A,507469897,507472932,2,triad,47.53
TraesCS3A02G278000,3A,A,507594808,507597578,2,triad,48.75
TraesCS3A02G278100,3A,A,507636683,507640897,2,triad,50.65
TraesCS3A02G278200,3A,A,507757264,507766229,1,partial,41.19
TraesCS3A02G278300,3A,A,507769499,507771633,2,triad,43.75
TraesCS3A02G278400,3A,A,508158022,508161914,2,triad,45.47
TraesCS3A02G278500,3A,A,508162087,508167331,2,triad,40.97
TraesCS3A02G278600,3A,A,508173692,508174270,2,triad,69.78
TraesCS3A02G278700,3A,A,508185585,508192268,2,triad,41.49
TraesCS3A02G278800,3A,A,508194308,508196423,2,triad,45.18
ENSRNA050008005,3A,A,508202817,508202888,0,singleton,61.11
TraesCS3A02G278900,3A,A,508216111,508217471,2,triad,55.55
TraesCS3A02G279000,3A,A,508385271,508386292,1,partial,60.27
TraesCS3A02G279100,3A,A,508520011,508522607,0,singleton,54.1
TraesCS3A02G279300,3A,A,508529754,508530029,2,triad,47.46
TraesCS3A02G279400,3A,A,508533702,508535417,2,triad,62.53
TraesCS3A02G279500,3A,A,508541536,508543416,2,triad,56.03
TraesCS3A02G279600,3A,A,508922280,508923695,2,triad,62.71
TraesCS3A02G279700,3A,A,509019682,509021731,2,triad,58.29
TraesCS3A02G279800,3A,A,509249928,509251838,2,triad,59.65
TraesCS3A02G279900,3A,A,509344940,509347274,0,singleton,52.63
TraesCS3A02G280000,3A,A,509375867,509377717,2,triad,57.1
TraesCS3A02G280100,3A,A,509390389,509407931,1,partial,49.59
TraesCS3A02G280200,3A,A,509419282,509428289,2,triad,47.44
TraesCS3A02G280300,3A,A,509443603,509445650,2,triad,43.7
TraesCS3A02G280400,3A,A,509533575,509536805,1,partial,45.59
TraesCS3A02G280500,3A,A,509539178,509544171,2,triad,41.15
TraesCS3A02G280600,3A,A,509548196,509550801,2,triad,59.25
TraesCS3A02G280700,3A,A,509564225,509567338,2,triad,38.73
TraesCS3A02G280800,3A,A,509797995,509799114,2,triad,61.34
TraesCS3A02G280900,3A,A,509863209,509866507,2,triad,45.07
TraesCS3A02G281100,3A,A,509995760,509996704,2,triad,73.54
TraesCS3A02G281200,3A,A,509997770,510005118,2,triad,43.39
TraesCS3A02G281300,3A,A,510007061,510007258,2,triad,69.19
TraesCS3A02G281400,3A,A,510180508,510182295,2,triad,49.83
TraesCS3A02G281500,3A,A,510188083,510189607,2,triad,59.67
TraesCS3A02G281600,3A,A,510297669,510300771,2,triad,39.41
TraesCS3A02G281700,3A,A,510589796,510596760,2,triad,47.25
TraesCS3A02G281800,3A,A,510597152,510598891,2,triad,46.78
TraesCS3A02G281900,3A,A,510663384,510665381,2,triad,58.06
TraesCS3A02G282000,3A,A,510688468,510688809,2,triad,63.45
TraesCS3A02G282100,3A,A,510688915,510691564,2,triad,48.04
TraesCS3A02G282200,3A,A,510719710,510722001,2,triad,55.72
TraesCS3A02G282300,3A,A,510828400,510830209,2,triad,53.31
TraesCS3A02G282400,3A,A,510830602,510831371,2,triad,56.23
TraesCS3A02G282500,3A,A,510836578,510841073,2,triad,44.77
TraesCS3A02G282600,3A,A,511066321,511068891,2,triad,60.05
TraesCS3A02G282700,3A,A,511070891,511071404,2,triad,64.98
TraesCS3A02G282800,3A,A,511074224,511079007,2,triad,41.89
TraesCS3A02G282900,3A,A,511597445,511598800,2,triad,68.36
TraesCS3A02G283000,3A,A,511600640,511605262,2,triad,43.5
TraesCS3A02G283100,3A,A,511680757,511681948,2,triad,60.32
TraesCS3A02G283200,3A,A,511743571,511751340,2,triad,48.16
TraesCS3A02G283300,3A,A,511752169,511753509,0,singleton,49.81
TraesCS3A02G283400,3A,A,511753856,511755678,2,triad,60.78
TraesCS3A02G283500,3A,A,511994924,511997308,2,triad,48.51
TraesCS3A02G283600,3A,A,512274756,512280027,2,triad,54.65
TraesCS3A02G283700,3A,A,512303416,512304828,1,partial,58.1
TraesCS3A02G283800,3A,A,512307958,512308813,2,triad,55.61
TraesCS3A02G283900,3A,A,512308971,512312994,2,triad,40.95
TraesCS3A02G284000,3A,A,512317503,512330863,2,triad,52.59
TraesCS3A02G284100,3A,A,512556009,512562092,2,triad,52.35
TraesCS3A02G284200,3A,A,512608921,512611332,1,partial,63.48
TraesCS3A02G284300,3A,A,513294432,513296809,0,singleton,47.18
TraesCS3A02G284400,3A,A,513428784,513430811,2,triad,49.7
TraesCS3A02G284500,3A,A,513525243,513526361,2,triad,56.12
TraesCS3A02G284600,3A,A,513539469,513540228,2,triad,61.58
TraesCS3A02G284700,3A,A,513604960,513610935,2,triad,44.0
TraesCS3A02G284800,3A,A,513888968,513892133,2,triad,50.19
TraesCS3A02G284900,3A,A,513892452,513895983,2,triad,41.62
TraesCS3A02G284911,3A,A,513895990,513896544,0,singleton,52.07
TraesCS3A02G285000,3A,A,513901534,513902252,2,triad,65.79
ENSRNA050007999,3A,A,513921136,513921208,0,singleton,63.01
TraesCS3A02G285100,3A,A,513921245,513931736,2,triad,45.68
ENSRNA050007997,3A,A,513932848,513932920,0,singleton,58.9
TraesCS3A02G285200,3A,A,514105130,514110761,2,triad,47.27
TraesCS3A02G285300,3A,A,514108416,514108649,2,triad,50.85
TraesCS3A02G285400,3A,A,514109217,514109447,1,partial,51.08
TraesCS3A02G285500,3A,A,514110579,514114555,2,triad,43.05
TraesCS3A02G285600,3A,A,514167393,514172583,2,triad,39.11
TraesCS3A02G285700,3A,A,514233117,514237147,2,triad,45.1
TraesCS3A02G285800,3A,A,514306461,514308189,2,triad,63.74
TraesCS3A02G285900,3A,A,514310972,514316888,2,triad,43.69
TraesCS3A02G286000,3A,A,514491827,514493502,2,triad,43.26
TraesCS3A02G286100,3A,A,514493870,514495635,2,triad,59.97
TraesCS3A02G286200,3A,A,514496263,514499622,2,triad,43.21
TraesCS3A02G286300,3A,A,514529939,514530223,2,triad,49.47
TraesCS3A02G286400,3A,A,514552313,514552792,2,triad,65.62
TraesCS3A02G286500,3A,A,514557805,514562039,2,triad,50.96
TraesCS3A02G286600,3A,A,514611251,514612758,2,triad,54.71
ENSRNA050007996,3A,A,514622338,514622410,0,singleton,50.68
TraesCS3A02G286700,3A,A,514623227,514628119,2,triad,41.94
TraesCS3A02G286800,3A,A,515244443,515248194,2,triad,46.08
TraesCS3A02G286900,3A,A,515280520,515282019,0,singleton,56.07
TraesCS3A02G287000,3A,A,515283046,515284656,1,partial,53.26
TraesCS3A02G287100,3A,A,515285594,515285833,2,triad,73.33
TraesCS3A02G287200,3A,A,515723022,515725171,2,triad,50.42
TraesCS3A02G287300,3A,A,515734859,515735501,1,partial,44.17
TraesCS3A02G287400,3A,A,515828111,515829022,2,triad,71.38
TraesCS3A02G287500,3A,A,515860944,515862370,2,triad,63.7
TraesCS3A02G287600,3A,A,515886480,515890148,2,triad,48.51
TraesCS3A02G287700,3A,A,515913130,515915500,2,triad,47.49
TraesCS3A02G287800,3A,A,516119133,516120206,2,triad,71.14
TraesCS3A02G287900,3A,A,516120185,516127882,2,triad,42.06
TraesCS3A02G288000,3A,A,516238032,516239656,1,partial,63.88
TraesCS3A02G288100,3A,A,516543985,516545931,2,triad,55.57
ENSRNA050024250,3A,A,516548663,516548804,0,singleton,46.48
TraesCS3A02G288200,3A,A,516551835,516556313,2,triad,44.5
TraesCS3A02G288300,3A,A,516632209,516634290,2,triad,49.81
TraesCS3A02G288400,3A,A,516638019,516643765,2,triad,42.67
TraesCS3A02G288600,3A,A,516790141,516791044,2,triad,51.55
TraesCS3A02G288700,3A,A,516793414,516794155,0,singleton,52.29
TraesCS3A02G288800,3A,A,516801820,516806547,2,triad,52.26
TraesCS3A02G288900,3A,A,517074705,517080156,2,triad,41.31
TraesCS3A02G289000,3A,A,517094994,517097078,2,triad,52.18
TraesCS3A02G289200,3A,A,517491132,517499272,2,triad,43.2
TraesCS3A02G289300,3A,A,517661652,517666931,2,triad,49.0
TraesCS3A02G289400,3A,A,517996303,517997481,1,partial,62.6
TraesCS3A02G289500,3A,A,518468386,518489743,2,triad,56.71
TraesCS3A02G289600,3A,A,518630048,518634405,2,triad,45.71
TraesCS3A02G289700,3A,A,518641990,518643594,2,triad,64.92
TraesCS3A02G289800,3A,A,518720116,518723505,0,singleton,60.3
TraesCS3A02G289900,3A,A,518895097,518901097,2,triad,46.78
TraesCS3A02G290000,3A,A,518905714,518907349,0,singleton,64.73
TraesCS3A02G290100,3A,A,519082842,519086016,2,triad,46.93
TraesCS3A02G290200,3A,A,519207407,519210416,2,triad,42.43
TraesCS3A02G290300,3A,A,519244293,519255598,2,triad,53.12
TraesCS3A02G290400,3A,A,519273897,519274572,2,triad,53.55
TraesCS3A02G290500,3A,A,519391063,519391260,2,triad,68.18
TraesCS3A02G290600,3A,A,519406160,519407036,0,singleton,52.11
TraesCS3A02G290700,3A,A,519763844,519769733,1,partial,43.6
TraesCS3A02G290800,3A,A,520431567,520442704,2,triad,41.02
ENSRNA050008009,3A,A,520963739,520963811,0,singleton,58.9
ENSRNA050008011,3A,A,520963925,520963997,0,singleton,58.9
TraesCS3A02G290900,3A,A,520965283,520968535,2,triad,48.11
TraesCS3A02G291000,3A,A,521302018,521304634,2,triad,50.06
TraesCS3A02G291100,3A,A,521304582,521308586,2,triad,40.65
TraesCS3A02G291200,3A,A,521597444,521598308,0,singleton,50.29
TraesCS3A02G291300,3A,A,521598844,521601957,2,triad,43.16
TraesCS3A02G291400,3A,A,521629276,521629836,0,singleton,77.36
TraesCS3A02G291500,3A,A,521630604,521637070,2,triad,39.74
TraesCS3A02G291600,3A,A,521704596,521719191,2,triad,40.89
TraesCS3A02G291700,3A,A,521720470,521727053,2,triad,45.93
TraesCS3A02G291800,3A,A,522056776,522057116,2,triad,59.24
TraesCS3A02G291900,3A,A,522059913,522065340,2,triad,46.52
TraesCS3A02G292000,3A,A,522172854,522177290,2,triad,42.26
TraesCS3A02G292100,3A,A,522177597,522180084,0,singleton,43.69
TraesCS3A02G292200,3A,A,522187371,522189016,2,triad,46.35
TraesCS3A02G292300,3A,A,522241180,522242561,2,triad,65.7
TraesCS3A02G292400,3A,A,522271068,522277462,2,triad,44.53
TraesCS3A02G292500,3A,A,523157850,523159024,1,partial,63.23
TraesCS3A02G292600,3A,A,523327127,523328130,2,triad,46.31
TraesCS3A02G292700,3A,A,523547115,523552708,2,triad,49.73
ENSRNA050024040,3A,A,523549409,523549489,0,singleton,43.21
TraesCS3A02G292800,3A,A,523555806,523561229,2,triad,44.6
TraesCS3A02G292900,3A,A,523608479,523609314,2,triad,52.87
TraesCS3A02G293000,3A,A,523727432,523727656,2,triad,73.78
TraesCS3A02G293100,3A,A,523731589,523733571,2,triad,49.07
TraesCS3A02G293200,3A,A,523746098,523746325,2,triad,67.11
TraesCS3A02G293300,3A,A,523747782,523759240,2,triad,39.98
ENSRNA050024039,3A,A,524025319,524025572,0,singleton,39.37
ENSRNA050008012,3A,A,524026440,524026512,0,singleton,49.32
ENSRNA050024041,3A,A,524027110,524027183,0,singleton,45.95
ENSRNA050008015,3A,A,524028532,524028603,0,singleton,52.78
TraesCS3A02G293400,3A,A,525297363,525298746,2,triad,61.42
TraesCS3A02G293500,3A,A,525628498,525629229,2,triad,71.17
TraesCS3A02G293600,3A,A,525640597,525641936,2,triad,51.42
TraesCS3A02G293700,3A,A,526508219,526511244,2,triad,53.93
TraesCS3A02G293800,3A,A,526513573,526514384,2,triad,59.36
TraesCS3A02G293900,3A,A,526523938,526529172,2,triad,41.74
TraesCS3A02G294000,3A,A,526863388,526865737,2,triad,56.72
TraesCS3A02G294100,3A,A,527575567,527583033,0,singleton,41.05
TraesCS3A02G294200,3A,A,527838390,527841142,2,triad,52.27
TraesCS3A02G294300,3A,A,527936886,527941206,2,triad,49.04
TraesCS3A02G294400,3A,A,528520299,528527374,2,triad,44.16
TraesCS3A02G294500,3A,A,528528439,528531881,2,triad,45.14
TraesCS3A02G294600,3A,A,528555337,528556687,2,triad,67.65
TraesCS3A02G294700,3A,A,528591755,528597222,2,triad,41.0
TraesCS3A02G294800,3A,A,528597381,528602428,0,singleton,40.37
TraesCS3A02G294900,3A,A,529106304,529107880,2,triad,65.19
TraesCS3A02G295000,3A,A,529140099,529143340,2,triad,44.85
TraesCS3A02G295100,3A,A,529205494,529206501,1,partial,63.29
TraesCS3A02G295200,3A,A,529207149,529209513,2,triad,50.61
TraesCS3A02G295300,3A,A,529214571,529218223,2,triad,42.32
TraesCS3A02G295400,3A,A,529612252,529619205,2,triad,41.34
TraesCS3A02G295500,3A,A,529771950,529776792,2,triad,42.82
TraesCS3A02G295600,3A,A,529776872,529777599,2,triad,66.48
TraesCS3A02G295700,3A,A,529842655,529843519,2,triad,61.62
TraesCS3A02G295800,3A,A,529843676,529844527,2,triad,61.85
TraesCS3A02G295900,3A,A,530177578,530198100,2,triad,39.14
TraesCS3A02G296000,3A,A,530433790,530435217,2,triad,50.14
TraesCS3A02G296100,3A,A,530435331,530437293,1,partial,46.46
TraesCS3A02G296200,3A,A,530474346,530479221,1,partial,45.78
TraesCS3A02G296300,3A,A,530496634,530497296,2,triad,74.66
TraesCS3A02G296400,3A,A,531078502,531079322,2,triad,61.14
TraesCS3A02G296500,3A,A,531079609,531082353,2,triad,43.9
TraesCS3A02G296600,3A,A,531265739,531267340,2,triad,55.99
TraesCS3A02G296700,3A,A,531446721,531451779,2,triad,48.67
TraesCS3A02G296800,3A,A,531453215,531456168,1,partial,45.8
TraesCS3A02G296900,3A,A,531629481,531631366,2,triad,65.06
TraesCS3A02G297000,3A,A,531666757,531668656,2,triad,58.84
TraesCS3A02G297100,3A,A,531701236,531702644,2,triad,56.21
TraesCS3A02G297200,3A,A,531896075,531897487,0,singleton,56.48
TraesCS3A02G297300,3A,A,531943437,531944862,2,triad,55.12
TraesCS3A02G297400,3A,A,532315417,532320407,2,triad,44.6
TraesCS3A02G297500,3A,A,532319076,532325834,2,triad,41.98
TraesCS3A02G297600,3A,A,532331464,532338552,2,triad,41.91
TraesCS3A02G297700,3A,A,532447933,532451430,2,triad,45.23
TraesCS3A02G297800,3A,A,532452789,532454012,2,triad,45.34
TraesCS3A02G297900,3A,A,532454043,532454813,2,triad,46.56
TraesCS3A02G298000,3A,A,532487297,532487725,1,partial,69.23
TraesCS3A02G298100,3A,A,532488254,532488691,2,triad,65.75
TraesCS3A02G298200,3A,A,532640354,532641654,2,triad,53.73
TraesCS3A02G298300,3A,A,532644983,532651047,1,partial,44.04
ENSRNA050008017,3A,A,532662023,532662095,0,singleton,65.75
TraesCS3A02G298400,3A,A,532663039,532672755,2,triad,39.44
TraesCS3A02G298500,3A,A,532844123,532846291,2,triad,56.8
TraesCS3A02G298600,3A,A,532846752,532851697,2,triad,41.61
TraesCS3A02G298700,3A,A,532855457,532858793,2,triad,43.66
TraesCS3A02G298800,3A,A,532934212,532938152,2,triad,49.96
TraesCS3A02G298900,3A,A,533069292,533080811,2,triad,41.64
TraesCS3A02G299000,3A,A,533127931,533130743,2,triad,50.37
TraesCS3A02G299200,3A,A,533620932,533627173,2,triad,43.05
TraesCS3A02G299300,3A,A,533629983,533633811,2,triad,47.43
TraesCS3A02G299400,3A,A,533634805,533636774,0,singleton,57.41
TraesCS3A02G299500,3A,A,533658203,533662776,2,triad,50.79
TraesCS3A02G299600,3A,A,533994146,533995361,2,triad,53.62
TraesCS3A02G299700,3A,A,534161096,534162174,1,partial,55.42
TraesCS3A02G299800,3A,A,534166083,534167182,2,triad,54.82
TraesCS3A02G299900,3A,A,534179995,534197401,2,triad,48.71
TraesCS3A02G300000,3A,A,534185967,534186587,2,triad,66.67
TraesCS3A02G300100,3A,A,534200246,534201046,2,triad,60.92
TraesCS3A02G300200,3A,A,534323968,534324830,2,triad,63.85
TraesCS3A02G300300,3A,A,534364600,534367697,2,triad,44.8
TraesCS3A02G300400,3A,A,534467102,534470083,2,triad,55.06
TraesCS3A02G300500,3A,A,534478011,534478957,2,triad,61.99
TraesCS3A02G300600,3A,A,534531413,534534349,2,triad,51.48
TraesCS3A02G300700,3A,A,534534751,534536265,2,triad,64.88
