Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Triticum aestivum homoeologue gene stable ID	Triticum aestivum homoeologue chromosome/scaffold name	Triticum aestivum homoeologue chromosome/scaffold start (bp)	Triticum aestivum homoeologue chromosome/scaffold end (bp)	Triticum aestivum homoeology confidence [0 low, 1 high]
TraesCS1B02G285900	1B	497273207	497275440	TraesCS1D02G276200	1D	372359193	372361477	1
TraesCS5D02G085500	5D	90312926	90318325	TraesCS5A02G072700	5A	84115065	84121070	1
TraesCS5D02G085500	5D	90312926	90318325	TraesCS5B02G078300	5B	94120726	94126261	1
TraesCS3A02G133300	3A	110309461	110319698	TraesCS3D02G149500	3D	114318145	114326218	1
TraesCS3A02G133300	3A	110309461	110319698	TraesCS3B02G166200	3B	166513414	166521342	1
TraesCS1A02G107200	1A	104931188	104936751	TraesCS1B02G124600	1B	151075449	151079911	1
TraesCS1A02G107200	1A	104931188	104936751	TraesCS1D02G107600	1D	100651018	100658398	1
TraesCS6B02G012700	6B	7937459	7944132	TraesCS6D02G011700	6D	4629188	4635636	1
TraesCS6B02G012700	6B	7937459	7944132	TraesCS6A02G007400	6A	2951919	2958039	1
TraesCS2D02G121000	2D	70383315	70384433					
TraesCSU02G156400	Un	214894468	214895748					
TraesCS6B02G218400	6B	301583337	301611359	TraesCS6A02G196400	6A	287301666	287314161	1
TraesCS6B02G218400	6B	301583337	301611359	TraesCS6D02G174800	6D	168211225	168224593	1
TraesCS7B02G270900	7B	497023778	497027529	TraesCS7A02G356900	7A	522796494	522800409	1
TraesCS7B02G270900	7B	497023778	497027529	TraesCS7D02G365800	7D	473092632	473096249	1
TraesCS2D02G125200	2D	73133826	73136619					
TraesCS1B02G252600	1B	445427024	445429368	TraesCS1D02G240600	1D	330542776	330545226	1
TraesCS1B02G252600	1B	445427024	445429368	TraesCS1A02G240500	1A	427811334	427813937	1
TraesCS3B02G452400	3B	693597999	693602396	TraesCS3D02G413000	3D	525632121	525635139	1
TraesCS3B02G452400	3B	693597999	693602396	TraesCS3A02G417500	3A	659800835	659803677	1
TraesCS4D02G101700	4D	79700144	79708793	TraesCS4A02G211700	4A	506164095	506172503	1
TraesCS4D02G101700	4D	79700144	79708793	TraesCS4B02G104400	4B	111036247	111045623	1
TraesCS7B02G227400	7B	427699201	427706355	TraesCS7A02G326700	7A	474729873	474737049	1
TraesCS7B02G227400	7B	427699201	427706355	TraesCS7D02G323500	7D	413232166	413238980	1
TraesCS6D02G067100	6D	32902413	32904237	TraesCS6B02G093600	6B	69547826	69550859	1
TraesCS6D02G067100	6D	32902413	32904237	TraesCS6A02G069300	6A	37450616	37453724	1
TraesCS2D02G394300	2D	505831166	505838802	TraesCS2B02G414900	2B	593006763	593015175	1
TraesCS2D02G394300	2D	505831166	505838802	TraesCS2A02G396500	2A	650249302	650257476	1
TraesCS6A02G159700	6A	152057354	152060289	TraesCS6D02G152800	6D	126872407	126875276	1
TraesCS2A02G192900	2A	161270205	161274276	TraesCS2B02G213800	2B	198540914	198545132	1
TraesCS3B02G157800	3B	152209188	152210927	TraesCS3D02G140300	3D	101547729	101549415	1
TraesCS3B02G157800	3B	152209188	152210927	TraesCS3A02G314100	3A	554215238	554216792	1
TraesCS3B02G157800	3B	152209188	152210927	TraesCS1A02G339000	1A	528932311	528933254	1
TraesCS2B02G116800	2B	80093386	80103210	TraesCS6D02G101300	6D	63806154	63807613	0
TraesCS2B02G026100	2B	12024654	12027137	TraesCS2A02G017700	2A	8368596	8370950	1
TraesCS2B02G026100	2B	12024654	12027137	TraesCS2D02G018600	2D	8716015	8718526	1
TraesCS3A02G479600	3A	711077944	711078848	TraesCS1B02G408500	1B	636130238	636130900	0
TraesCS3A02G479600	3A	711077944	711078848	TraesCS2D02G133400	2D	78527857	78528768	0
TraesCS1B02G133500	1B	168970340	168974293	TraesCS1A02G113400	1A	116694052	116697642	1
TraesCS1B02G133500	1B	168970340	168974293	TraesCS1D02G114800	1D	110732014	110735883	1
TraesCS7D02G530600	7D	625296236	625297238	TraesCS7B02G466200	7B	723753274	723753881	1
TraesCS7D02G530600	7D	625296236	625297238	TraesCS7A02G543900	7A	720845804	720846541	1
TraesCS3D02G256300	3D	358169086	358170601	TraesCS3B02G288000	3B	462855941	462857198	1
TraesCS3D02G256300	3D	358169086	358170601	TraesCS3A02G255500	3A	477414878	477416133	1
TraesCS5B02G205500	5B	373683757	373690913	TraesCS5D02G213300	5D	322382978	322390523	1
TraesCS5B02G205500	5B	373683757	373690913	TraesCS5A02G207100	5A	417896963	417904903	1
TraesCS2A02G576300	2A	770349067	770350199					
TraesCS3A02G251700	3A	471365103	471370917	TraesCS3B02G281200	3B	451872786	451878759	1
TraesCS3A02G251700	3A	471365103	471370917	TraesCS3D02G252100	3D	352793704	352802022	1
TraesCS2A02G285900	2A	485260674	485263481	TraesCS2B02G303200	2B	429436293	429439998	1
TraesCS2A02G285900	2A	485260674	485263481	TraesCS2D02G284700	2D	360280914	360283672	1
TraesCS2B02G229700	2B	225324166	225324804	TraesCS4D02G305600	4D	473969585	473970222	0
TraesCS1D02G173700	1D	247307937	247309948	TraesCS1B02G183600	1B	330498925	330500975	1
TraesCS1D02G173700	1D	247307937	247309948	TraesCS1A02G167200	1A	300100764	300102768	1
TraesCS5D02G246100	5D	354262795	354263106	TraesCS5B02G237600	5B	418509425	418509736	1
TraesCS5D02G246100	5D	354262795	354263106	TraesCS5A02G239000	5A	455093004	455093315	1
TraesCS5B02G474600	5B	647992819	647994662	TraesCS5D02G476200	5D	515337742	515339201	1
TraesCS5B02G474600	5B	647992819	647994662	TraesCS5A02G463400	5A	643452352	643453872	1
TraesCS7A02G174300	7A	128300196	128301610	TraesCS5B02G503000	5B	669732604	669734352	0
TraesCS4B02G207700	4B	443813803	443819028	TraesCS4A02G096700	4A	105596302	105601559	1
TraesCS4B02G207700	4B	443813803	443819028	TraesCS4D02G208600	4D	359415894	359420966	1
TraesCS7B02G345500	7B	601228584	601229927	TraesCS7D02G436100	7D	554906500	554908558	1
TraesCS7B02G345500	7B	601228584	601229927	TraesCS7A02G446000	7A	641010691	641012501	1
TraesCS4B02G035600	4B	25886371	25889500	TraesCS4A02G277500	4A	585396552	585400932	1
TraesCS4B02G035600	4B	25886371	25889500	TraesCS4D02G033600	4D	15368940	15372042	1
TraesCS2B02G253900	2B	280483083	280496140	TraesCS2D02G239600	2D	255616533	255621982	1
TraesCS2B02G253900	2B	280483083	280496140	TraesCS2A02G227000	2A	236834328	236839252	1
TraesCS1B02G355000	1B	584620318	584621811	TraesCS1A02G342400	1A	531561985	531563070	1
TraesCS1B02G355000	1B	584620318	584621811	TraesCS1A02G342000	1A	531366927	531368375	1
TraesCS1B02G355000	1B	584620318	584621811	TraesCS1D02G344300	1D	433060469	433061927	1
TraesCS1A02G220700	1A	389819545	389821975	TraesCS1B02G234200	1B	419985155	419987077	1
TraesCS1A02G220700	1A	389819545	389821975	TraesCS1D02G222200	1D	309971279	309973389	1
TraesCS2B02G266500	2B	358774526	358774762	TraesCS2D02G251500	2D	300889193	300889678	1
TraesCS2B02G266500	2B	358774526	358774762	TraesCS2A02G250300	2A	377136286	377136522	1
TraesCS5A02G052700	5A	47650232	47652921	TraesCS5B02G064000	5B	72007163	72010325	1
TraesCS5A02G052700	5A	47650232	47652921	TraesCS5D02G064100	5D	59244121	59247328	1
TraesCS3B02G297900	3B	477649530	477654148	TraesCS3D02G264700	3D	366231914	366236485	1
TraesCS3B02G297900	3B	477649530	477654148	TraesCS3A02G264600	3A	488307783	488312183	1
TraesCS6A02G096200	6A	63584630	63599250	TraesCS6B02G124600	6B	119818964	119823596	1
TraesCS6A02G096200	6A	63584630	63599250	TraesCS6D02G087300	6D	52694298	52704440	1
TraesCS1B02G079900	1B	62408881	62427835	TraesCS1D02G062300	1D	41989462	42006739	1
TraesCS1B02G079900	1B	62408881	62427835	TraesCS1A02G061500	1A	42103966	42119100	1
TraesCS2D02G103600	2D	56070268	56073174	TraesCS2A02G103900	2A	57452455	57456882	1
TraesCS2D02G103600	2D	56070268	56073174	TraesCS2B02G121000	2B	88618432	88622044	1
TraesCS1B02G175500	1B	317012946	317013818	TraesCS6D02G128700	6D	93611848	93612474	0
TraesCS7B02G163100	7B	223754631	223757869	TraesCS7D02G265800	7D	247322205	247327389	1
TraesCS1B02G350100	1B	580622463	580624807	TraesCS1D02G339600	1D	429599432	429601298	1
TraesCS1B02G282200	1B	491081622	491087500	TraesCS1D02G272700	1D	366673883	366679983	1
TraesCS1B02G282200	1B	491081622	491087500	TraesCS1A02G272200	1A	465464900	465470830	1
TraesCS7A02G257200	7A	246599963	246603431	TraesCS7B02G154100	7B	205351643	205355068	1
TraesCS7A02G257200	7A	246599963	246603431	TraesCS7D02G258000	7D	233867049	233870283	1
TraesCS2B02G084600	2B	47248677	47250361					
TraesCS2D02G178600	2D	122049158	122052897	TraesCS2A02G170900	2A	126477197	126480942	1
TraesCS2D02G178600	2D	122049158	122052897	TraesCS2B02G197300	2B	175067618	175071452	1
TraesCS4A02G132800	4A	179137481	179142074	TraesCS4D02G173900	4D	301733420	301738452	1
TraesCS4A02G132800	4A	179137481	179142074	TraesCS4B02G171900	4B	376140223	376144978	1
TraesCS2A02G215500	2A	202839054	202839513	TraesCS2D02G221100	2D	188552576	188553173	1
TraesCS2A02G215500	2A	202839054	202839513	TraesCS2B02G240500	2B	244870488	244870947	1
TraesCS3D02G432300	3D	546195852	546199340	TraesCS3A02G439500	3A	682476100	682479753	1
TraesCS3D02G432300	3D	546195852	546199340	TraesCS3B02G473600	3B	722587523	722591382	1
TraesCS3A02G424800	3A	667353149	667354784	TraesCS3D02G419700	3D	532169538	532171221	1
TraesCS3A02G424800	3A	667353149	667354784	TraesCS3B02G461100	3B	704323786	704325445	1
TraesCS7B02G268400	7B	491392165	491393438	TraesCS7D02G363700	7D	467990508	467992498	1
TraesCS7B02G268400	7B	491392165	491393438	TraesCS7A02G358800	7A	532679343	532685471	1
TraesCS4A02G163500	4A	368566036	368571931	TraesCS4B02G149400	4B	221704153	221709277	1
TraesCS4A02G163500	4A	368566036	368571931	TraesCS4D02G150300	4D	166936745	166942001	1
TraesCS1A02G121800	1A	135966918	135968561	TraesCS1D02G122600	1D	123698810	123700435	1
TraesCS1A02G121800	1A	135966918	135968561	TraesCS1B02G141000	1B	188260590	188262227	1
TraesCS7B02G058500	7B	61077536	61079173	TraesCS7D02G154700	7D	102900419	102902692	1
TraesCS7B02G058500	7B	61077536	61079173	TraesCS7A02G154500	7A	107792322	107794353	1
TraesCS5A02G375300	5A	573098630	573103516	TraesCS5B02G377400	5B	554820076	554824810	1
TraesCS5A02G375300	5A	573098630	573103516	TraesCS5D02G384900	5D	454108196	454113250	1
TraesCS5D02G026455	5D	24074113	24074991	TraesCS5A02G021300	5A	17518462	17520358	0
TraesCS4A02G311500	4A	603469204	603469938	TraesCS4D02G002600	4D	1310863	1311597	1
TraesCS7D02G387700	7D	501599825	501600760	TraesCS7A02G392200	7A	568579817	568580185	1
TraesCS7D02G387700	7D	501599825	501600760	TraesCS7A02G392100	7A	568129834	568130202	1
TraesCS3B02G129300	3B	109944334	109947499	TraesCS3D02G112100	3D	66340689	66344810	1
TraesCS3B02G129300	3B	109944334	109947499	TraesCS3A02G110200	3A	77474709	77476269	1
TraesCS2D02G538100	2D	619436294	619437430	TraesCS2A02G536700	2A	750617049	750618077	1
TraesCS2D02G538100	2D	619436294	619437430	TraesCS2A02G536600	2A	750581004	750582032	1
TraesCS2D02G538100	2D	619436294	619437430	TraesCS2A02G536900	2A	750744527	750745555	1
TraesCS2B02G333000	2B	476410645	476416406	TraesCS2A02G314400	2A	539324593	539327228	1
TraesCS2B02G333000	2B	476410645	476416406	TraesCS2D02G312600	2D	402260182	402262562	1
TraesCS2D02G438000	2D	547762760	547764965	TraesCS2A02G440800	2A	691181151	691183029	1
TraesCS2D02G438000	2D	547762760	547764965	TraesCS2B02G460200	2B	654357650	654360679	1
TraesCS5B02G275100	5B	461131766	461137900	TraesCS5D02G283100	5D	384338430	384344272	1
TraesCS5B02G275100	5B	461131766	461137900	TraesCS5A02G275800	5A	485196652	485203434	1
TraesCS7A02G456100	7A	652337974	652339782					
TraesCS3A02G340300	3A	587561574	587564629					
TraesCS4B02G390300	4B	666564693	666566605	TraesCS3D02G533500	3D	609072327	609076435	0
TraesCS1A02G095100	1A	91043144	91048307	TraesCS1D02G103800	1D	93123774	93130484	1
TraesCS1A02G095100	1A	91043144	91048307	TraesCS1B02G123100	1B	148471521	148478280	1
TraesCS5D02G323600	5D	415647214	415650878	TraesCS5A02G317300	5A	528272536	528276865	1
TraesCS5D02G323600	5D	415647214	415650878	TraesCS5B02G317900	5B	502024576	502028123	1
TraesCS3D02G513400	3D	597477005	597483170					
TraesCS3D02G538800	3D	611216207	611219208	TraesCS3A02G533500	3A	746167664	746170458	1
TraesCS7B02G058400	7B	61053271	61054873	TraesCS7A02G154200	7A	107557243	107560287	1
TraesCS7D02G176400	7D	128478644	128480798	TraesCS7B02G080100	7B	89911529	89920395	1
TraesCS7D02G176400	7D	128478644	128480798	TraesCS7B02G079900	7B	89883846	89891562	1
TraesCS7D02G176400	7D	128478644	128480798	TraesCS7A02G175000	7A	128774313	128776778	1
TraesCS1D02G306300	1D	403375980	403377894	TraesCS1B02G317800	1B	542626900	542630394	1
TraesCS7D02G369700	7D	478370057	478371603	TraesCS7B02G274500	7B	503506205	503507647	1
TraesCS7D02G369700	7D	478370057	478371603	TraesCS7A02G353000	7A	516872048	516873757	1
TraesCS4B02G250900	4B	517264511	517266752	TraesCS4A02G053800	4A	45339443	45341831	1
TraesCS4B02G250900	4B	517264511	517266752	TraesCS4D02G250800	4D	419307462	419311833	1
TraesCS7A02G376600	7A	549712923	549721562	TraesCS7B02G278000	7B	508822061	508830721	1
TraesCS7A02G376600	7A	549712923	549721562	TraesCS7D02G372900	7D	483274696	483281683	1
TraesCS1D02G356500	1D	441015641	441016507					
TraesCS6D02G293700	6D	404322732	404332390	TraesCS6A02G314400	6A	550954842	550964512	1
TraesCS6D02G293700	6D	404322732	404332390	TraesCS6B02G344300	6B	606427192	606437054	1
TraesCS5A02G408300	5A	598637276	598638528	TraesCS5D02G418100	5D	480154424	480155528	1
TraesCS6B02G245100	6B	437480291	437486873	TraesCS6D02G197800	6D	275672597	275678893	1
TraesCS6B02G245100	6B	437480291	437486873	TraesCS6A02G215500	6A	396296196	396302043	1
TraesCS2B02G613400	2B	792762625	792764368					
TraesCS2B02G033400	2B	16124597	16129184	TraesCS2A02G023500	2A	11543904	11550148	1
TraesCS2B02G033400	2B	16124597	16129184	TraesCS2D02G024600	2D	10867514	10872335	1
TraesCS2A02G007400	2A	3258838	3280577	TraesCS2B02G008500	2B	4789969	4794540	1
TraesCS1A02G123300	1A	143276250	143278888					
TraesCSU02G036800	Un	31217556	31222173					
TraesCS4B02G393200	4B	667852147	667852437					
TraesCS5A02G096100	5A	135056992	135060622	TraesCS5B02G102000	5B	136006226	136009337	1
TraesCS5A02G096100	5A	135056992	135060622	TraesCS5D02G108700	5D	122615909	122618975	1
TraesCS7D02G418100	7D	537666910	537670683	TraesCS7A02G425600	7A	618675442	618678692	1
TraesCS7D02G418100	7D	537666910	537670683	TraesCS7B02G326500	7B	580132699	580136538	1
TraesCS3B02G219500	3B	263796784	263800796	TraesCS3A02G191500	3A	243873796	243877059	1
TraesCS3B02G219500	3B	263796784	263800796	TraesCS3D02G194100	3D	185071749	185074955	1
TraesCS6A02G343100	6A	576911102	576914716	TraesCS6D02G323900	6D	430401589	430403619	1
TraesCS6A02G343100	6A	576911102	576914716	TraesCS6B02G375200	6B	648695049	648697054	1
TraesCS7D02G006500	7D	3161637	3185725	TraesCS2B02G035100	2B	16959060	16960707	0
TraesCS5B02G124000	5B	223646986	223649029	TraesCS5A02G124200	5A	271492859	271497487	1
TraesCS5B02G124000	5B	223646986	223649029	TraesCS5D02G132100	5D	210056286	210058882	1
TraesCS2A02G506500	2A	734347340	734352307	TraesCS2B02G534800	2B	730999882	731004636	1
TraesCS2A02G506500	2A	734347340	734352307	TraesCS2D02G507200	2D	600975869	600981018	1
TraesCS1B02G153700	1B	252286438	252324447	TraesCS1A02G136800	1A	218522815	218529362	1
TraesCS1B02G153700	1B	252286438	252324447	TraesCS1D02G134800	1D	175815858	175822269	1
TraesCS1A02G268600	1A	463356638	463358483	TraesCS1D02G268700	1D	364229488	364230803	1
TraesCS7A02G043500	7A	20113839	20114576					
TraesCS7D02G108100	7D	64829010	64830600					
TraesCS3D02G036600	3D	13254406	13257979	TraesCS3A02G044200	3A	23866801	23867680	1
TraesCS5A02G170300	5A	363278101	363280808	TraesCS5B02G167100	5B	309382929	309385742	1
TraesCS5A02G170300	5A	363278101	363280808	TraesCS5D02G174700	5D	274140844	274143717	1
TraesCS6B02G083500	6B	60603273	60604573	TraesCS6D02G062500	6D	29111106	29116632	1
TraesCS6B02G083500	6B	60603273	60604573	TraesCS6A02G062300	6A	33292237	33298252	1
TraesCS7D02G257200	7D	232498999	232501036	TraesCS7B02G153000	7B	203282865	203284525	1
TraesCS7D02G257200	7D	232498999	232501036	TraesCS7A02G256400	7A	244672590	244676062	1
TraesCS7D02G418900	7D	538586239	538586967					
TraesCS2D02G466800	2D	572079588	572083969	TraesCS2B02G489600	2B	686834230	686838629	1
TraesCS2D02G466800	2D	572079588	572083969	TraesCS2A02G466800	2A	711075152	711079408	1
TraesCS2D02G150000	2D	92831814	92833211	TraesCS2B02G170900	2B	144034258	144035817	1
TraesCS2B02G292100	2B	406098744	406119878	TraesCS2A02G274800	2A	451000080	451013761	1
TraesCS2B02G292100	2B	406098744	406119878	TraesCS2D02G273400	2D	340270148	340276556	1
TraesCS3B02G367800	3B	580035062	580039174	TraesCS3A02G336700	3A	583704550	583707477	1
TraesCS3B02G367800	3B	580035062	580039174	TraesCS3D02G329700	3D	442500065	442504285	1
TraesCS1D02G011500	1D	6280456	6281010	TraesCS1B02G017400	1B	8395175	8396240	1
TraesCS1D02G011500	1D	6280456	6281010	TraesCS1A02G013400	1A	7525852	7526447	1
TraesCS2B02G276600	2B	382252709	382253287	TraesCS2A02G265600	2A	421911042	421914838	1
TraesCS2B02G276600	2B	382252709	382253287	TraesCS2A02G265400	2A	421566457	421568171	0
TraesCS2B02G276600	2B	382252709	382253287	TraesCS2D02G258100	2D	314167646	314169695	1
TraesCS5B02G042700	5B	47568177	47569532	TraesCS5D02G048700	5D	46326380	46328601	1
TraesCS1D02G438500	1D	485420706	485421185	TraesCS1A02G429000	1A	582642475	582642954	1
TraesCS1D02G438500	1D	485420706	485421185	TraesCS1B02G463800	1B	675726379	675727212	1
TraesCS7A02G442200	7A	636228999	636231286					
TraesCS5D02G285300	5D	385977741	385978608					
TraesCS4A02G392200	4A	668306057	668306843	TraesCS7D02G088100	7D	53606113	53606958	1
TraesCS2B02G338300	2B	483449410	483458845	TraesCS2A02G340400	2A	575598590	575607786	1
TraesCS2B02G338300	2B	483449410	483458845	TraesCS2D02G318100	2D	407961091	407969937	1
TraesCS7D02G334900	7D	426747564	426751656	TraesCS7A02G344600	7A	506682870	506686219	1
TraesCS7D02G334900	7D	426747564	426751656	TraesCS7B02G238500	7B	443849368	443852257	1
TraesCS6B02G336200	6B	591505565	591506113	TraesCS6A02G307600	6A	542198830	542199352	1
TraesCS6A02G136200	6A	107357833	107358643					
TraesCS5D02G449800	5D	498555276	498557042	TraesCS5B02G446500	5B	617832542	617836284	1
TraesCS5D02G449800	5D	498555276	498557042	TraesCS5A02G442400	5A	622780541	622783342	1
TraesCS7D02G165200	7D	114822689	114823375	TraesCS6B02G047500	6B	27967154	27968388	0
TraesCS7D02G165200	7D	114822689	114823375	TraesCS1B02G165100	1B	288391610	288406309	0
TraesCS7D02G165200	7D	114822689	114823375	TraesCS7A02G198500	7A	159727329	159728374	0
TraesCS3B02G338900	3B	545061480	545063744	TraesCS3D02G304500	3D	418722461	418724715	1
TraesCS3B02G338900	3B	545061480	545063744	TraesCS3A02G297800	3A	532452789	532454012	1
TraesCS7A02G063400	7A	31686648	31687109	TraesCS7D02G058100	7D	31113089	31114826	1
TraesCS3A02G186100	3A	219793803	219797159	TraesCS3D02G190100	3D	178528970	178532135	1
TraesCS3A02G186100	3A	219793803	219797159	TraesCS3B02G215700	3B	256779737	256783232	1
TraesCS4B02G067700	4B	60325411	60334764	TraesCS4D02G066700	4D	41722853	41731844	1
TraesCS4B02G067700	4B	60325411	60334764	TraesCS4A02G247200	4A	558218129	558227471	1
TraesCS5A02G158800	5A	338561841	338577628	TraesCS5D02G163900	5D	255496732	255507788	1
TraesCS5A02G158800	5A	338561841	338577628	TraesCS5B02G155300	5B	285934061	285943646	1
TraesCS5A02G185900	5A	386170777	386174815	TraesCS5D02G191000	5D	293364365	293368100	1
TraesCS5A02G185900	5A	386170777	386174815	TraesCS5B02G184000	5B	334783628	334787315	1
TraesCS5B02G459000	5B	634981481	634983144	TraesCS5D02G460600	5D	505123734	505125051	1
TraesCS5B02G459000	5B	634981481	634983144	TraesCS5A02G450700	5A	632663821	632665116	1
TraesCS6B02G344100	6B	606285921	606289161	TraesCS6D02G293400	6D	404219105	404222466	1
TraesCS6B02G344100	6B	606285921	606289161	TraesCS6A02G314100	6A	550732566	550738491	1
TraesCS4D02G038500	4D	16585262	16589394	TraesCS4A02G272900	4A	583949084	583953545	1
TraesCS4D02G038500	4D	16585262	16589394	TraesCS4B02G041100	4B	28414426	28418170	1
TraesCS6A02G214500	6A	392936905	392943036	TraesCS6D02G197200	6D	274301737	274307630	1
TraesCS6A02G214500	6A	392936905	392943036	TraesCS6B02G244500	6B	436492203	436499034	1
TraesCS2D02G578800	2D	641577764	641579226	TraesCS1A02G023000	1A	11418293	11423385	0
TraesCS2D02G578800	2D	641577764	641579226	TraesCS1A02G022700	1A	11229095	11231774	0
TraesCS5D02G369700	5D	444900047	444902059	TraesCS5A02G360300	5A	561973250	561975090	1
TraesCS5D02G369700	5D	444900047	444902059	TraesCS5B02G362800	5B	541947343	541949155	1
TraesCS5B02G254400	5B	437177586	437180869	TraesCS5D02G263000	5D	368980209	368983481	1
TraesCS1B02G254100	1B	448293669	448300763	TraesCS1A02G242600	1A	430605350	430611761	1
TraesCS1B02G254100	1B	448293669	448300763	TraesCS1D02G242600	1D	332952648	332958170	1
TraesCS7B02G481900	7B	739390587	739392458	TraesCS7D02G553400	7D	636849921	636852602	1
TraesCS7B02G481900	7B	739390587	739392458	TraesCS7A02G557200	7A	729275455	729276743	1
TraesCS2B02G441300	2B	632988203	632989456	TraesCS2D02G419200	2D	533165115	533166761	1
TraesCS4D02G015700	4D	7012664	7014370					
TraesCS7D02G277300	7D	265699218	265711460	TraesCS7B02G175000	7B	246004408	246016413	1
TraesCS7D02G277300	7D	265699218	265711460	TraesCS7A02G277300	7A	290918327	290930640	1
TraesCS6D02G025700	6D	9870240	9880090	TraesCS6B02G029600	6B	17899337	17917782	1
TraesCS4D02G361500	4D	508264326	508271976	TraesCS5A02G537100	5A	693632703	693642408	1
